facility_name,facility_id,state,measure_name,number_of_discharges,excess_readmission_ratio,predicted_readmission_rate,expected_readmission_rate,number_of_readmissions,start_date,end_date,condition_name,risk_tier,deviation_from_national,penalty_flag,state_avg_ratio,hospital_rank_in_state,deviation_from_state_avg,estimated_penalty_cost
Las Palmas Medical Center A Campus Of Lpds Healthc,450107,TX,READM-30-PN-HRRP,342.0,1.1155,17.7251,15.8902,68.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.1155,True,1.003,7,0.1125,11543.86
Las Palmas Medical Center A Campus Of Lpds Healthc,450107,TX,READM-30-HIP-KNEE-HRRP,,0.9149,3.9239,4.2891,,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.0851,False,1.0061,72,-0.0912,0.0
Las Palmas Medical Center A Campus Of Lpds Healthc,450107,TX,READM-30-HF-HRRP,247.0,1.0385,20.3442,19.5895,53.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0385,True,1.0001,44,0.0384,3847.95
Las Palmas Medical Center A Campus Of Lpds Healthc,450107,TX,READM-30-COPD-HRRP,,0.9956,18.4356,18.5162,,2021-07-01,2024-06-30,COPD,LOW,-0.0044,False,0.999,77,-0.0034,0.0
Las Palmas Medical Center A Campus Of Lpds Healthc,450107,TX,READM-30-CABG-HRRP,,1.0469,11.8407,11.3101,,2021-07-01,2024-06-30,CABG,MEDIUM,0.0469,True,1.0103,29,0.0366,4687.51
Las Palmas Medical Center A Campus Of Lpds Healthc,450107,TX,READM-30-AMI-HRRP,111.0,1.0522,14.753,14.0213,19.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0522,True,1.0133,40,0.0389,5217.22
Connally Memorial Medical Center,450108,TX,READM-30-PN-HRRP,,0.9794,12.409,12.6705,,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0206,False,1.003,132,-0.0236,0.0
Connally Memorial Medical Center,450108,TX,READM-30-HF-HRRP,,0.9771,17.2049,17.6076,,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0229,False,1.0001,133,-0.023,0.0
South Texas Health System,450119,TX,READM-30-PN-HRRP,278.0,1.1132,18.5734,16.6844,59.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.1132,True,1.003,8,0.1102,11313.98
South Texas Health System,450119,TX,READM-30-HF-HRRP,354.0,1.0433,21.9885,21.0756,81.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0433,True,1.0001,38,0.0432,4327.7
South Texas Health System,450119,TX,READM-30-COPD-HRRP,,0.9746,18.1809,18.6542,,2021-07-01,2024-06-30,COPD,LOW,-0.0254,False,0.999,113,-0.0244,0.0
South Texas Health System,450119,TX,READM-30-CABG-HRRP,,0.9822,14.4387,14.7006,,2021-07-01,2024-06-30,CABG,LOW,-0.0178,False,1.0103,50,-0.0281,0.0
South Texas Health System,450119,TX,READM-30-AMI-HRRP,143.0,1.0274,16.4884,16.0484,25.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0274,True,1.0133,59,0.0141,2738.54
Dell Seton  Med Center At The University Of Tx,450124,TX,READM-30-PN-HRRP,,0.981,17.7124,18.0556,,2021-07-01,2024-06-30,Pneumonia,LOW,-0.019,False,1.003,129,-0.022,0.0
Knapp Medical Center,450128,TX,READM-30-PN-HRRP,107.0,1.0197,17.4565,17.1201,20.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0197,True,1.003,75,0.0167,1968.95
Knapp Medical Center,450128,TX,READM-30-HF-HRRP,96.0,0.9872,20.7731,21.0417,19.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0128,False,1.0001,114,-0.0129,0.0
Medical Center Hospital,450132,TX,READM-30-PN-HRRP,320.0,0.9688,15.665,16.1692,48.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0312,False,1.003,151,-0.0342,0.0
Medical Center Hospital,450132,TX,READM-30-HF-HRRP,353.0,0.8982,18.0648,20.1119,56.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.1018,False,1.0001,174,-0.1019,0.0
Medical Center Hospital,450132,TX,READM-30-COPD-HRRP,98.0,0.9542,18.9361,19.8451,15.0,2021-07-01,2024-06-30,COPD,LOW,-0.0458,False,0.999,139,-0.0448,0.0
Medical Center Hospital,450132,TX,READM-30-CABG-HRRP,,0.9569,12.401,12.9598,,2021-07-01,2024-06-30,CABG,LOW,-0.0431,False,1.0103,60,-0.0534,0.0
Medical Center Hospital,450132,TX,READM-30-AMI-HRRP,153.0,0.9225,12.46,13.5069,15.0,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0775,False,1.0133,133,-0.0908,0.0
Midland Memorial Hospital,450133,TX,READM-30-PN-HRRP,364.0,1.0177,15.0676,14.8062,56.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0177,True,1.003,78,0.0147,1769.06
Midland Memorial Hospital,450133,TX,READM-30-HF-HRRP,268.0,0.9558,17.236,18.033,43.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0442,False,1.0001,151,-0.0443,0.0
Midland Memorial Hospital,450133,TX,READM-30-COPD-HRRP,94.0,1.0904,17.8242,16.3468,23.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0904,True,0.999,4,0.0914,9035.19
Midland Memorial Hospital,450133,TX,READM-30-CABG-HRRP,,1.0684,10.8125,10.1205,,2021-07-01,2024-06-30,CABG,MEDIUM,0.0684,True,1.0103,22,0.0581,6836.36
Midland Memorial Hospital,450133,TX,READM-30-AMI-HRRP,,0.9535,10.6271,11.1451,,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0465,False,1.0133,113,-0.0598,0.0
Texas Health Harris Methodist Fort Worth,450135,TX,READM-30-PN-HRRP,780.0,0.9939,15.8217,15.9184,123.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0061,False,1.003,109,-0.0091,0.0
Texas Health Harris Methodist Fort Worth,450135,TX,READM-30-HF-HRRP,745.0,0.8953,18.2546,20.3897,128.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.1047,False,1.0001,176,-0.1048,0.0
Texas Health Harris Methodist Fort Worth,450135,TX,READM-30-COPD-HRRP,182.0,1.0216,18.3627,17.9747,35.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0216,True,0.999,45,0.0226,2158.85
Texas Health Harris Methodist Fort Worth,450135,TX,READM-30-CABG-HRRP,,0.8778,8.9997,10.253,,2021-07-01,2024-06-30,CABG,LOW,-0.1222,False,1.0103,77,-0.1325,0.0
Texas Health Harris Methodist Fort Worth,450135,TX,READM-30-AMI-HRRP,297.0,0.9994,13.1414,13.1492,39.0,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0006,False,1.0133,81,-0.0139,0.0
Baylor Scott And White All Saints Medical Center,450137,TX,READM-30-PN-HRRP,247.0,1.0407,17.9175,17.2174,47.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0407,True,1.003,51,0.0377,4067.84
Baylor Scott And White All Saints Medical Center,450137,TX,READM-30-HF-HRRP,359.0,1.0846,22.2745,20.5375,86.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0846,True,1.0001,7,0.0845,8455.5
Baylor Scott And White All Saints Medical Center,450137,TX,READM-30-COPD-HRRP,144.0,1.0507,21.6443,20.5999,35.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0507,True,0.999,15,0.0517,5067.3
Baylor Scott And White All Saints Medical Center,450137,TX,READM-30-CABG-HRRP,,0.984,10.8006,10.976,,2021-07-01,2024-06-30,CABG,LOW,-0.016,False,1.0103,49,-0.0263,0.0
Baylor Scott And White All Saints Medical Center,450137,TX,READM-30-AMI-HRRP,78.0,1.0095,13.4802,13.3537,11.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0095,True,1.0133,79,-0.0038,949.49
Permian Regional Medical Center Andrews County Ho,450144,TX,READM-30-PN-HRRP,,0.9843,11.4212,11.6038,,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0157,False,1.003,123,-0.0187,0.0
De Tar Hospital Navarro,450147,TX,READM-30-PN-HRRP,220.0,0.9509,15.17,15.9539,30.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0491,False,1.003,167,-0.0521,0.0
De Tar Hospital Navarro,450147,TX,READM-30-HF-HRRP,271.0,0.946,19.9682,21.107,50.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.054,False,1.0001,157,-0.0541,0.0
De Tar Hospital Navarro,450147,TX,READM-30-COPD-HRRP,62.0,1.0147,17.644,17.3886,12.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0147,True,0.999,51,0.0157,1469.22
De Tar Hospital Navarro,450147,TX,READM-30-AMI-HRRP,140.0,1.0965,14.4569,13.1841,25.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0965,True,1.0133,19,0.0832,9644.87
Texas Health Harris Methodist Hospital Cleburne,450148,TX,READM-30-PN-HRRP,167.0,0.9774,14.6829,15.0229,23.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0226,False,1.003,138,-0.0256,0.0
Texas Health Harris Methodist Hospital Cleburne,450148,TX,READM-30-HF-HRRP,117.0,0.9091,15.9664,17.5628,12.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0909,False,1.0001,172,-0.091,0.0
Texas Health Harris Methodist Hospital Cleburne,450148,TX,READM-30-COPD-HRRP,,1.0328,15.4794,14.9878,,2021-07-01,2024-06-30,COPD,MEDIUM,0.0328,True,0.999,31,0.0338,3278.26
Adventhealth Central Texas,450152,TX,READM-30-PN-HRRP,264.0,1.0858,16.8511,15.5197,50.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0858,True,1.003,23,0.0828,8575.44
Adventhealth Central Texas,450152,TX,READM-30-HF-HRRP,249.0,1.0156,20.4315,20.1182,52.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0156,True,1.0001,69,0.0155,1559.17
Adventhealth Central Texas,450152,TX,READM-30-COPD-HRRP,59.0,1.0431,16.9152,16.2166,13.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0431,True,0.999,22,0.0441,4307.71
Adventhealth Central Texas,450152,TX,READM-30-AMI-HRRP,95.0,1.0226,13.536,13.2366,14.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0226,True,1.0133,66,0.0093,2258.8
Val Verde Regional Medical Center,450154,TX,READM-30-PN-HRRP,106.0,0.9622,12.7143,13.2134,11.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0378,False,1.003,157,-0.0408,0.0
Val Verde Regional Medical Center,450154,TX,READM-30-HF-HRRP,78.0,1.0238,18.376,17.9493,16.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0238,True,1.0001,59,0.0237,2378.73
Val Verde Regional Medical Center,450154,TX,READM-30-AMI-HRRP,,1.0186,12.2438,12.0197,,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0186,True,1.0133,69,0.0053,1859.01
Hereford Regional Medical Center,450155,TX,READM-30-PN-HRRP,,0.9888,12.7608,12.9055,,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0112,False,1.003,115,-0.0142,0.0
Christus Spohn Hospital Kleberg,450163,TX,READM-30-PN-HRRP,,0.9759,14.6091,14.9706,,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0241,False,1.003,141,-0.0271,0.0
Christus Spohn Hospital Kleberg,450163,TX,READM-30-HF-HRRP,43.0,1.0294,20.6407,20.0511,11.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0294,True,1.0001,51,0.0293,2938.44
Methodist Hospital Atascosa,450165,TX,READM-30-PN-HRRP,,0.9589,13.7008,14.2882,,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0411,False,1.003,164,-0.0441,0.0
Methodist Hospital Atascosa,450165,TX,READM-30-HF-HRRP,49.0,1.0219,19.2761,18.8632,11.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0219,True,1.0001,64,0.0218,2188.84
Mission Regional Medical Center,450176,TX,READM-30-PN-HRRP,262.0,1.0478,17.8621,17.0476,50.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0478,True,1.003,44,0.0448,4777.46
Mission Regional Medical Center,450176,TX,READM-30-HF-HRRP,84.0,1.0695,22.5822,21.1145,24.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0695,True,1.0001,13,0.0694,6946.31
Mission Regional Medical Center,450176,TX,READM-30-COPD-HRRP,46.0,1.0257,19.7106,19.2168,11.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0257,True,0.999,39,0.0267,2568.63
Mission Regional Medical Center,450176,TX,READM-30-AMI-HRRP,,1.0193,16.6489,16.3331,,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0193,True,1.0133,68,0.006,1928.97
Memorial Hermann Hospital System,450184,TX,READM-30-PN-HRRP,1483.0,1.0357,17.5047,16.901,262.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0357,True,1.003,57,0.0327,3568.1
Memorial Hermann Hospital System,450184,TX,READM-30-HIP-KNEE-HRRP,,1.1718,7.6776,6.5521,,2021-07-01,2024-06-30,Hip/Knee Replacement,MEDIUM,0.1718,True,1.0061,11,0.1657,17170.87
Memorial Hermann Hospital System,450184,TX,READM-30-HF-HRRP,1510.0,1.014,20.8592,20.5716,316.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.014,True,1.0001,70,0.0139,1399.26
Memorial Hermann Hospital System,450184,TX,READM-30-COPD-HRRP,344.0,0.979,19.07,19.4784,64.0,2021-07-01,2024-06-30,COPD,LOW,-0.021,False,0.999,104,-0.02,0.0
Memorial Hermann Hospital System,450184,TX,READM-30-CABG-HRRP,213.0,1.0779,12.2198,11.3363,28.0,2021-07-01,2024-06-30,CABG,MEDIUM,0.0779,True,1.0103,19,0.0676,7785.86
Memorial Hermann Hospital System,450184,TX,READM-30-AMI-HRRP,372.0,1.0661,14.7038,13.7919,58.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0661,True,1.0133,27,0.0528,6606.49
Baylor St Lukes Medical Center,450193,TX,READM-30-PN-HRRP,159.0,0.9669,17.8159,18.4257,26.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0331,False,1.003,154,-0.0361,0.0
Baylor St Lukes Medical Center,450193,TX,READM-30-HF-HRRP,463.0,0.9688,19.9391,20.582,90.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0312,False,1.0001,139,-0.0313,0.0
Baylor St Lukes Medical Center,450193,TX,READM-30-COPD-HRRP,,0.9709,15.7608,16.2331,,2021-07-01,2024-06-30,COPD,LOW,-0.0291,False,0.999,118,-0.0281,0.0
Baylor St Lukes Medical Center,450193,TX,READM-30-CABG-HRRP,225.0,0.8594,10.2079,11.8783,19.0,2021-07-01,2024-06-30,CABG,LOW,-0.1406,False,1.0103,78,-0.1509,0.0
Baylor St Lukes Medical Center,450193,TX,READM-30-AMI-HRRP,171.0,0.9199,13.5923,14.7756,19.0,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0801,False,1.0133,136,-0.0934,0.0
Ut Health East Texas Jacksonville Hospital,450194,TX,READM-30-PN-HRRP,,1.0169,14.3958,14.1567,,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0169,True,1.003,79,0.0139,1689.1
Ut Health East Texas Jacksonville Hospital,450194,TX,READM-30-HF-HRRP,,1.0033,19.2005,19.1364,,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0033,True,1.0001,95,0.0032,329.82
Paris Regional Medical Center,450196,TX,READM-30-PN-HRRP,467.0,0.9411,15.2136,16.1664,67.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0589,False,1.003,178,-0.0619,0.0
Paris Regional Medical Center,450196,TX,READM-30-HIP-KNEE-HRRP,,0.9095,4.114,4.5234,,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.0905,False,1.0061,74,-0.0966,0.0
Paris Regional Medical Center,450196,TX,READM-30-HF-HRRP,413.0,1.0236,20.8924,20.4099,88.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0236,True,1.0001,60,0.0235,2358.75
Paris Regional Medical Center,450196,TX,READM-30-COPD-HRRP,206.0,1.1348,22.4501,19.784,56.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.1348,True,0.999,1,0.1358,13472.83
Paris Regional Medical Center,450196,TX,READM-30-AMI-HRRP,180.0,0.9365,13.5342,14.4516,21.0,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0635,False,1.0133,123,-0.0768,0.0
Wadley Regional Medical Center,450200,TX,READM-30-PN-HRRP,185.0,1.0743,16.3366,15.2062,35.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0743,True,1.003,29,0.0713,7426.05
Wadley Regional Medical Center,450200,TX,READM-30-HF-HRRP,156.0,1.0291,18.5653,18.0395,31.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0291,True,1.0001,52,0.029,2908.45
Wadley Regional Medical Center,450200,TX,READM-30-COPD-HRRP,81.0,1.001,15.9659,15.9506,13.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.001,True,0.999,68,0.002,99.95
Wadley Regional Medical Center,450200,TX,READM-30-AMI-HRRP,,0.949,12.5308,13.2044,,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.051,False,1.0133,115,-0.0643,0.0
Medical City Weatherford,450203,TX,READM-30-PN-HRRP,480.0,1.0394,17.1648,16.5141,85.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0394,True,1.003,53,0.0364,3937.91
Medical City Weatherford,450203,TX,READM-30-HIP-KNEE-HRRP,,1.0292,4.5754,4.4454,,2021-07-01,2024-06-30,Hip/Knee Replacement,MEDIUM,0.0292,True,1.0061,38,0.0231,2918.45
Medical City Weatherford,450203,TX,READM-30-HF-HRRP,228.0,1.0593,21.3892,20.1909,53.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0593,True,1.0001,24,0.0592,5926.85
Medical City Weatherford,450203,TX,READM-30-COPD-HRRP,63.0,1.0503,22.3968,21.3252,18.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0503,True,0.999,16,0.0513,5027.33
Medical City Weatherford,450203,TX,READM-30-AMI-HRRP,99.0,1.0693,14.712,13.7589,18.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0693,True,1.0133,26,0.056,6926.32
Northwest Texas Hospital,450209,TX,READM-30-PN-HRRP,278.0,0.9793,14.5255,14.8333,39.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0207,False,1.003,133,-0.0237,0.0
Northwest Texas Hospital,450209,TX,READM-30-HF-HRRP,267.0,0.938,17.4317,18.5843,42.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.062,False,1.0001,163,-0.0621,0.0
Northwest Texas Hospital,450209,TX,READM-30-COPD-HRRP,,0.9553,16.8903,17.6807,,2021-07-01,2024-06-30,COPD,LOW,-0.0447,False,0.999,136,-0.0437,0.0
Northwest Texas Hospital,450209,TX,READM-30-CABG-HRRP,,1.0908,14.0946,12.9218,,2021-07-01,2024-06-30,CABG,MEDIUM,0.0908,True,1.0103,15,0.0805,9075.17
Northwest Texas Hospital,450209,TX,READM-30-AMI-HRRP,265.0,0.9555,11.4168,11.9489,28.0,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0445,False,1.0133,111,-0.0578,0.0
Ut Health East Texas Carthage Hospital,450210,TX,READM-30-PN-HRRP,,1.0121,13.4005,13.24,,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0121,True,1.003,83,0.0091,1209.36
Ut Health East Texas Carthage Hospital,450210,TX,READM-30-HF-HRRP,,1.0042,18.1166,18.0414,,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0042,True,1.0001,92,0.0041,419.78
Chi St Lukes Health Memorial Lufkin,450211,TX,READM-30-PN-HRRP,230.0,1.0032,15.9927,15.9409,37.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0032,True,1.003,95,0.0002,319.83
Chi St Lukes Health Memorial Lufkin,450211,TX,READM-30-HF-HRRP,216.0,1.0666,19.6109,18.387,47.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0666,True,1.0001,16,0.0665,6656.46
Chi St Lukes Health Memorial Lufkin,450211,TX,READM-30-COPD-HRRP,,0.9872,17.6693,17.8986,,2021-07-01,2024-06-30,COPD,LOW,-0.0128,False,0.999,90,-0.0118,0.0
Chi St Lukes Health Memorial Lufkin,450211,TX,READM-30-AMI-HRRP,110.0,1.0871,13.4417,12.3646,19.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0871,True,1.0133,22,0.0738,8705.37
University Health System,450213,TX,READM-30-PN-HRRP,152.0,0.9853,15.12,15.3456,22.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0147,False,1.003,121,-0.0177,0.0
University Health System,450213,TX,READM-30-HF-HRRP,164.0,1.0345,19.841,19.1788,35.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0345,True,1.0001,45,0.0344,3448.17
University Health System,450213,TX,READM-30-COPD-HRRP,,0.965,14.94,15.4824,,2021-07-01,2024-06-30,COPD,LOW,-0.035,False,0.999,124,-0.034,0.0
University Health System,450213,TX,READM-30-CABG-HRRP,,1.0159,10.927,10.7556,,2021-07-01,2024-06-30,CABG,MEDIUM,0.0159,True,1.0103,36,0.0056,1589.15
University Health System,450213,TX,READM-30-AMI-HRRP,,0.9608,13.1072,13.6415,,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0392,False,1.0133,109,-0.0525,0.0
Hca Houston Healthcare Conroe,450222,TX,READM-30-PN-HRRP,254.0,1.1161,17.9088,16.0458,53.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.1161,True,1.003,6,0.1131,11603.83
Hca Houston Healthcare Conroe,450222,TX,READM-30-HF-HRRP,248.0,1.0241,19.8628,19.3946,51.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0241,True,1.0001,58,0.024,2408.72
Hca Houston Healthcare Conroe,450222,TX,READM-30-COPD-HRRP,96.0,1.0159,17.5291,17.2547,18.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0159,True,0.999,50,0.0169,1589.15
Hca Houston Healthcare Conroe,450222,TX,READM-30-CABG-HRRP,,1.0178,10.823,10.6335,,2021-07-01,2024-06-30,CABG,MEDIUM,0.0178,True,1.0103,35,0.0075,1779.05
Hca Houston Healthcare Conroe,450222,TX,READM-30-AMI-HRRP,117.0,1.1348,14.1837,12.4992,23.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.1348,True,1.0133,7,0.1215,13472.83
Hendrick Medical Center,450229,TX,READM-30-PN-HRRP,861.0,0.8875,14.3933,16.2172,116.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.1125,False,1.003,200,-0.1155,0.0
Hendrick Medical Center,450229,TX,READM-30-HIP-KNEE-HRRP,579.0,1.0014,4.6604,4.6538,27.0,2021-07-01,2024-06-30,Hip/Knee Replacement,MEDIUM,0.0014,True,1.0061,45,-0.0047,139.93
Hendrick Medical Center,450229,TX,READM-30-HF-HRRP,685.0,0.947,18.6744,19.719,124.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.053,False,1.0001,156,-0.0531,0.0
Hendrick Medical Center,450229,TX,READM-30-COPD-HRRP,313.0,0.9377,17.489,18.6517,50.0,2021-07-01,2024-06-30,COPD,LOW,-0.0623,False,0.999,147,-0.0613,0.0
Hendrick Medical Center,450229,TX,READM-30-CABG-HRRP,207.0,0.942,9.4313,10.0121,18.0,2021-07-01,2024-06-30,CABG,LOW,-0.058,False,1.0103,65,-0.0683,0.0
Hendrick Medical Center,450229,TX,READM-30-AMI-HRRP,403.0,1.0354,13.2095,12.758,55.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0354,True,1.0133,50,0.0221,3538.12
Bsa Hospital,450231,TX,READM-30-PN-HRRP,782.0,0.9592,14.0315,14.6289,107.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0408,False,1.003,163,-0.0438,0.0
Bsa Hospital,450231,TX,READM-30-HIP-KNEE-HRRP,,1.2528,9.231,7.3685,,2021-07-01,2024-06-30,Hip/Knee Replacement,HIGH,0.2528,True,1.0061,5,0.2467,25266.56
Bsa Hospital,450231,TX,READM-30-HF-HRRP,730.0,0.9429,17.2819,18.3282,122.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0571,False,1.0001,158,-0.0572,0.0
Bsa Hospital,450231,TX,READM-30-COPD-HRRP,197.0,0.985,16.8049,17.0613,32.0,2021-07-01,2024-06-30,COPD,LOW,-0.015,False,0.999,92,-0.014,0.0
Bsa Hospital,450231,TX,READM-30-CABG-HRRP,145.0,1.1491,10.6573,9.2748,19.0,2021-07-01,2024-06-30,CABG,MEDIUM,0.1491,True,1.0103,4,0.1388,14902.07
Bsa Hospital,450231,TX,READM-30-AMI-HRRP,330.0,1.0429,12.3944,11.8841,43.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0429,True,1.0133,46,0.0296,4287.72
Memorial Hospital,450235,TX,READM-30-PN-HRRP,,0.9818,11.8551,12.0752,,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0182,False,1.003,127,-0.0212,0.0
Christus Mother Frances Hospital Sulphur Springs,450236,TX,READM-30-PN-HRRP,260.0,0.972,15.7291,16.1827,39.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.028,False,1.003,144,-0.031,0.0
Christus Mother Frances Hospital Sulphur Springs,450236,TX,READM-30-HF-HRRP,181.0,0.9418,17.8259,18.927,28.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0582,False,1.0001,161,-0.0583,0.0
Christus Mother Frances Hospital Sulphur Springs,450236,TX,READM-30-COPD-HRRP,,0.9847,17.6778,17.9518,,2021-07-01,2024-06-30,COPD,LOW,-0.0153,False,0.999,94,-0.0143,0.0
Christus Mother Frances Hospital Sulphur Springs,450236,TX,READM-30-AMI-HRRP,,0.9275,13.8338,14.9151,,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0725,False,1.0133,128,-0.0858,0.0
Christus Santa Rosa Medical Center,450237,TX,READM-30-PN-HRRP,730.0,0.9607,15.0236,15.6374,107.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0393,False,1.003,159,-0.0423,0.0
Christus Santa Rosa Medical Center,450237,TX,READM-30-HIP-KNEE-HRRP,,0.9868,5.9799,6.06,,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.0132,False,1.0061,51,-0.0193,0.0
Christus Santa Rosa Medical Center,450237,TX,READM-30-HF-HRRP,782.0,1.0181,19.9098,19.5564,157.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0181,True,1.0001,66,0.018,1809.04
Christus Santa Rosa Medical Center,450237,TX,READM-30-COPD-HRRP,200.0,0.9997,17.0121,17.0177,34.0,2021-07-01,2024-06-30,COPD,LOW,-0.0003,False,0.999,71,0.0007,0.0
Christus Santa Rosa Medical Center,450237,TX,READM-30-CABG-HRRP,136.0,1.0654,11.2867,10.5937,17.0,2021-07-01,2024-06-30,CABG,MEDIUM,0.0654,True,1.0103,23,0.0551,6536.52
Christus Santa Rosa Medical Center,450237,TX,READM-30-AMI-HRRP,485.0,1.0572,15.6879,14.839,79.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0572,True,1.0133,33,0.0439,5716.96
