facility_id,state,condition_name,measure_name,risk_tier,penalty_flag,hospital_rank_in_state,excess_readmission_ratio,predicted_readmission_rate,expected_readmission_rate,deviation_from_national,state_avg_ratio,estimated_penalty_cost,readmission_rate,penalty_cost,risk_score,improvement_rate
420110,SC,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,15,0.9035,4.2969,4.7559,-0.0965,1.0348,0,89.99,0.00,42.0,-9.65
420110,SC,Pneumonia,READM-30-PN-HRRP,LOW,f,33,0.9653,13.6888,14.1802,-0.0347,0.9993,0,96.39,0.00,47.1,-3.47
430005,SD,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,3,0.9409,9.336,9.9221,-0.0591,0.9348,0,93.93,0.00,45.1,-5.91
430005,SD,COPD,READM-30-COPD-HRRP,LOW,f,1,0.9945,16.2776,16.3668,-0.0055,0.9781,0,99.34,0.00,49.5,-0.55
430005,SD,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,4,1.0127,17.0982,16.8832,0.0127,0.9533,1269.32,101.12,1269.32,51.1,1.27
430005,SD,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,7,0.8946,4.4254,4.9466,-0.1054,0.9714,0,89.10,0.00,41.2,-10.54
430005,SD,Pneumonia,READM-30-PN-HRRP,LOW,f,4,0.9756,15.4372,15.8227,-0.0244,0.9553,0,97.42,0.00,48.0,-2.44
430008,SD,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,3,1.0128,17.8025,17.5782,0.0128,0.9533,1279.32,101.13,1279.32,51.1,1.28
430008,SD,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,8,0.876,3.6294,4.1429,-0.124,0.9714,0,87.25,0.00,39.7,-12.39
430008,SD,Pneumonia,READM-30-PN-HRRP,LOW,f,7,0.9526,12.7669,13.4027,-0.0474,0.9553,0,95.12,0.00,46.1,-4.74
430012,SD,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,1,1.028,18.5142,18.0106,0.028,0.9533,2798.51,102.65,2798.51,52.3,2.80
430012,SD,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,6,1.0018,5.9198,5.9091,0.0018,0.9714,179.9,99.78,179.90,50.2,0.18
430012,SD,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,2,1.0105,14.2103,14.0627,0.0105,0.9553,1049.44,100.90,1049.44,50.9,1.05
430014,SD,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,1,1.0363,12.7411,12.2952,0.0363,0.9348,3628.07,103.45,3628.07,53.0,3.63
430014,SD,COPD,READM-30-COPD-HRRP,LOW,f,5,0.9743,16.7479,17.1904,-0.0257,0.9781,0,97.32,0.00,47.9,-2.57
430014,SD,Heart Failure,READM-30-HF-HRRP,LOW,f,9,0.8799,17.4537,19.8367,-0.1201,0.9533,0,87.86,0.00,40.0,-12.01
430014,SD,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,5,1.0542,6.0593,5.748,0.0542,0.9714,5417.12,105.00,5417.12,54.5,5.42
430014,SD,Pneumonia,READM-30-PN-HRRP,LOW,f,9,0.9407,13.9287,14.807,-0.0593,0.9553,0,93.93,0.00,45.1,-5.93
430015,SD,COPD,READM-30-COPD-HRRP,LOW,f,4,0.9763,13.2294,13.5507,-0.0237,0.9781,0,97.52,0.00,48.0,-2.37
430015,SD,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,5,1.0059,17.1729,17.0723,0.0059,0.9533,589.69,100.45,589.69,50.5,0.59
430015,SD,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,9,0.8477,4.4941,5.3015,-0.1523,0.9714,0,84.43,0.00,37.3,-15.23
430015,SD,Pneumonia,READM-30-PN-HRRP,LOW,f,5,0.9558,13.7007,14.334,-0.0442,0.9553,0,95.44,0.00,46.3,-4.42
430016,SD,COPD,READM-30-COPD-HRRP,LOW,f,2,0.9925,17.8283,17.9628,-0.0075,0.9781,0,99.14,0.00,49.4,-0.75
430016,SD,Heart Failure,READM-30-HF-HRRP,LOW,f,7,0.9503,18.1082,19.0559,-0.0497,0.9533,0,94.89,0.00,45.9,-4.97
430016,SD,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,3,1.0963,6.2905,5.7378,0.0963,0.9714,9624.88,109.19,9624.88,58.0,9.63
430016,SD,Pneumonia,READM-30-PN-HRRP,LOW,f,11,0.8329,12.8779,15.4616,-0.1671,0.9553,0,83.17,0.00,36.1,-16.71
430027,SD,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,4,0.8432,10.7291,12.7239,-0.1568,0.9348,0,84.17,0.00,36.9,-15.68
430027,SD,CABG,READM-30-CABG-HRRP,MEDIUM,t,2,1.0068,9.7551,9.6895,0.0068,1.0358,679.64,100.50,679.64,50.6,0.68
430027,SD,COPD,READM-30-COPD-HRRP,LOW,f,8,0.9528,17.734,18.6135,-0.0472,0.9781,0,95.17,0.00,46.1,-4.73
430027,SD,Heart Failure,READM-30-HF-HRRP,LOW,f,8,0.9269,18.5896,20.0547,-0.0731,0.9533,0,92.56,0.00,43.9,-7.31
430027,SD,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,4,1.0688,7.8441,7.3391,0.0688,0.9714,6876.34,106.46,6876.34,55.7,6.88
430027,SD,Pneumonia,READM-30-PN-HRRP,LOW,f,8,0.9413,15.398,16.359,-0.0587,0.9553,0,93.99,0.00,45.1,-5.87
430048,SD,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,2,1.0161,15.811,15.5605,0.0161,0.9533,1609.14,101.46,1609.14,51.3,1.61
430048,SD,Pneumonia,READM-30-PN-HRRP,LOW,f,3,0.9862,13.2546,13.4407,-0.0138,0.9553,0,98.47,0.00,48.9,-1.38
430077,SD,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,2,1.0166,11.7799,11.5874,0.0166,0.9348,1659.12,101.48,1659.12,51.4,1.66
430077,SD,CABG,READM-30-CABG-HRRP,MEDIUM,t,1,1.159,10.7402,9.2666,0.159,1.0358,15891.55,115.69,15891.55,63.3,15.90
430077,SD,COPD,READM-30-COPD-HRRP,LOW,f,6,0.9726,15.7056,16.148,-0.0274,0.9781,0,97.15,0.00,47.7,-2.74
430077,SD,Heart Failure,READM-30-HF-HRRP,LOW,f,11,0.7926,14.6349,18.4637,-0.2074,0.9533,0,79.15,0.00,32.7,-20.74
430077,SD,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,10,0.8024,7.3779,9.1943,-0.1976,0.9714,0,79.92,0.00,33.5,-19.76
430077,SD,Pneumonia,READM-30-PN-HRRP,LOW,f,6,0.9537,14.1941,14.8832,-0.0463,0.9553,0,95.23,0.00,46.1,-4.63
430089,SD,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,2,1.1335,6.7087,5.9187,0.1335,0.9714,13342.9,112.90,13342.90,61.1,13.35
430090,SD,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,HIGH,t,1,1.2516,5.7958,4.6307,0.2516,0.9714,25146.62,124.66,25146.62,71.0,25.16
430091,SD,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,11,0.6587,2.6949,4.0914,-0.3413,0.9714,0,65.61,0.00,21.6,-34.13
430095,SD,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,5,0.8368,9.4554,11.2994,-0.1632,0.9348,0,83.53,0.00,36.4,-16.32
430095,SD,CABG,READM-30-CABG-HRRP,LOW,f,3,0.9416,8.922,9.4754,-0.0584,1.0358,0,93.99,0.00,45.1,-5.84
430095,SD,Heart Failure,READM-30-HF-HRRP,LOW,f,10,0.8659,15.0167,17.3422,-0.1341,0.9533,0,86.47,0.00,38.8,-13.41
430097,SD,COPD,READM-30-COPD-HRRP,LOW,f,3,0.9893,19.14,19.3467,-0.0107,0.9781,0,98.82,0.00,49.1,-1.07
430097,SD,Heart Failure,READM-30-HF-HRRP,LOW,f,6,0.9948,21.4744,21.5863,-0.0052,0.9533,0,99.34,0.00,49.6,-0.52
430097,SD,Pneumonia,READM-30-PN-HRRP,LOW,f,10,0.939,15.5504,16.5598,-0.061,0.9553,0,93.76,0.00,44.9,-6.10
430098,SD,COPD,READM-30-COPD-HRRP,LOW,f,7,0.9723,15.8078,16.2577,-0.0277,0.9781,0,97.12,0.00,47.7,-2.77
430098,SD,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,1,1.0205,14.1803,13.8952,0.0205,0.9553,2048.91,101.90,2048.91,51.7,2.05
440002,TN,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,10,1.0254,13.2819,12.9525,0.0254,0.9956,2538.65,102.36,2538.65,52.1,2.54
440002,TN,CABG,READM-30-CABG-HRRP,MEDIUM,t,12,1.0314,10.977,10.6427,0.0314,1.0613,3138.33,102.96,3138.33,52.6,3.14
440002,TN,COPD,READM-30-COPD-HRRP,LOW,f,56,0.9179,18.378,20.0221,-0.0821,0.9934,0,91.69,0.00,43.2,-8.21
440002,TN,Heart Failure,READM-30-HF-HRRP,LOW,f,48,0.9619,19.8602,20.6465,-0.0381,1.005,0,96.05,0.00,46.8,-3.81
440002,TN,Pneumonia,READM-30-PN-HRRP,LOW,f,50,0.9627,16.1555,16.7809,-0.0373,0.9993,0,96.13,0.00,46.9,-3.73
440003,TN,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,1,1.0808,12.7127,11.7627,0.0808,0.9956,8075.7,107.89,8075.70,56.7,8.08
440003,TN,COPD,READM-30-COPD-HRRP,MEDIUM,t,12,1.0294,18.3199,17.7973,0.0294,0.9934,2938.44,102.82,2938.44,52.5,2.94
440003,TN,Heart Failure,READM-30-HF-HRRP,LOW,f,44,0.9757,20.9441,21.4651,-0.0243,1.005,0,97.43,0.00,48.0,-2.43
440003,TN,Pneumonia,READM-30-PN-HRRP,LOW,f,55,0.9551,15.3353,16.0554,-0.0449,0.9993,0,95.37,0.00,46.3,-4.49
440006,TN,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,5,1.0518,13.7841,13.1053,0.0518,0.9956,5177.25,105.00,5177.25,54.3,5.18
440006,TN,COPD,READM-30-COPD-HRRP,MEDIUM,t,16,1.0207,19.5168,19.1208,0.0207,0.9934,2068.9,101.95,2068.90,51.7,2.07
440006,TN,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,16,1.044,21.0951,20.2062,0.044,1.005,4397.66,104.25,4397.66,53.7,4.40
440006,TN,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,17,1.0451,17.899,17.127,0.0451,0.9993,4507.6,104.35,4507.60,53.8,4.51
440007,TN,COPD,READM-30-COPD-HRRP,MEDIUM,t,7,1.0581,18.5068,17.4913,0.0581,0.9934,5806.91,105.69,5806.91,54.8,5.81
440007,TN,Pneumonia,READM-30-PN-HRRP,LOW,f,45,0.9691,13.6255,14.06,-0.0309,0.9993,0,96.77,0.00,47.4,-3.09
440009,TN,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,19,0.9989,12.107,12.1198,-0.0011,0.9956,0,99.71,0.00,49.9,-0.11
440009,TN,COPD,READM-30-COPD-HRRP,LOW,f,30,0.9919,20.7961,20.9666,-0.0081,0.9934,0,99.08,0.00,49.3,-0.81
440009,TN,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,24,1.0263,20.0434,19.5303,0.0263,1.005,2628.6,102.48,2628.60,52.2,2.63
440009,TN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,26,0.8996,4.82,5.3579,-0.1004,1.0194,0,89.60,0.00,41.6,-10.04
440009,TN,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,28,1.0097,16.0155,15.8611,0.0097,0.9993,969.48,100.82,969.48,50.8,0.97
440011,TN,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,32,0.9573,11.7553,12.2794,-0.0427,0.9956,0,95.56,0.00,46.4,-4.27
440011,TN,COPD,READM-30-COPD-HRRP,LOW,f,48,0.953,16.9791,17.8171,-0.047,0.9934,0,95.19,0.00,46.1,-4.70
440011,TN,Heart Failure,READM-30-HF-HRRP,LOW,f,43,0.9762,19.2962,19.7671,-0.0238,1.005,0,97.48,0.00,48.0,-2.38
440011,TN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,8,1.0928,7.5186,6.8804,0.0928,1.0194,9275.07,108.85,9275.07,57.7,9.28
440011,TN,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,22,1.0237,16.5885,16.2045,0.0237,0.9993,2368.74,102.22,2368.74,52.0,2.37
440012,TN,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,4,1.0628,13.363,12.5733,0.0628,0.9956,6276.66,106.09,6276.66,55.2,6.28
440012,TN,CABG,READM-30-CABG-HRRP,LOW,f,16,0.9348,9.9379,10.6311,-0.0652,1.0613,0,93.31,0.00,44.6,-6.52
440012,TN,COPD,READM-30-COPD-HRRP,MEDIUM,t,14,1.0244,18.1455,17.7132,0.0244,0.9934,2438.7,102.32,2438.70,52.0,2.44
440012,TN,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,1,1.1493,21.6276,18.8173,0.1493,1.005,14922.06,114.76,14922.06,62.4,14.93
440012,TN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,27,0.8879,5.0845,5.7267,-0.1121,1.0194,0,88.44,0.00,40.7,-11.21
440012,TN,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,8,1.0913,16.4764,15.0985,0.0913,0.9993,9125.15,108.97,9125.15,57.6,9.13
440015,TN,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,18,1.0005,12.3576,12.3512,0.0005,0.9956,49.97,99.87,49.97,50.0,0.05
440015,TN,CABG,READM-30-CABG-HRRP,MEDIUM,t,10,1.0397,10.5265,10.1245,0.0397,1.0613,3967.89,103.78,3967.89,53.3,3.97
440015,TN,COPD,READM-30-COPD-HRRP,LOW,f,60,0.8747,16.7946,19.1994,-0.1253,0.9934,0,87.37,0.00,39.6,-12.53
440015,TN,Heart Failure,READM-30-HF-HRRP,LOW,f,54,0.9382,19.4638,20.7463,-0.0618,1.005,0,93.69,0.00,44.9,-6.18
440015,TN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,4,1.1779,7.986,6.78,0.1779,1.0194,17780.54,117.32,17780.54,64.8,17.79
440015,TN,Pneumonia,READM-30-PN-HRRP,LOW,f,66,0.9133,16.0061,17.5255,-0.0867,0.9993,0,91.19,0.00,42.8,-8.67
440016,TN,Heart Failure,READM-30-HF-HRRP,LOW,f,33,0.9928,17.6315,17.7602,-0.0072,1.005,0,99.14,0.00,49.4,-0.72
440016,TN,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,10,1.0829,15.4846,14.2987,0.0829,0.9993,8285.59,108.13,8285.59,56.9,8.29
440017,TN,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,26,0.9823,12.6749,12.9032,-0.0177,0.9956,0,98.06,0.00,48.5,-1.77
440017,TN,CABG,READM-30-CABG-HRRP,LOW,f,19,0.8826,9.219,10.4457,-0.1174,1.0613,0,88.10,0.00,40.2,-11.74
440017,TN,COPD,READM-30-COPD-HRRP,LOW,f,37,0.9788,17.5079,17.887,-0.0212,0.9934,0,97.77,0.00,48.2,-2.12
440017,TN,Heart Failure,READM-30-HF-HRRP,LOW,f,46,0.9674,19.512,20.1698,-0.0326,1.005,0,96.60,0.00,47.3,-3.26
440017,TN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,12,1.0549,5.7444,5.4453,0.0549,1.0194,5487.08,105.07,5487.08,54.6,5.49
440017,TN,Pneumonia,READM-30-PN-HRRP,LOW,f,51,0.9609,16.2077,16.868,-0.0391,0.9993,0,95.95,0.00,46.7,-3.91
440018,TN,COPD,READM-30-COPD-HRRP,MEDIUM,t,25,1.0034,17.9694,17.9088,0.0034,0.9934,339.82,100.23,339.82,50.3,0.34
440018,TN,Heart Failure,READM-30-HF-HRRP,LOW,f,34,0.9913,18.8453,19.0099,-0.0087,1.005,0,98.99,0.00,49.3,-0.87
440018,TN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,3,1.1996,5.9991,5.0011,0.1996,1.0194,19949.39,119.48,19949.39,66.6,19.96
440018,TN,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,1,1.1763,18.3701,15.6174,0.1763,0.9993,17620.63,117.46,17620.63,64.7,17.63
440020,TN,Heart Failure,READM-30-HF-HRRP,LOW,f,40,0.9845,20.2419,20.5605,-0.0155,1.005,0,98.31,0.00,48.7,-1.55
440020,TN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,22,0.9849,4.3377,4.404,-0.0151,1.0194,0,98.10,0.00,48.7,-1.51
440020,TN,Pneumonia,READM-30-PN-HRRP,LOW,f,53,0.957,14.4335,15.0815,-0.043,0.9993,0,95.56,0.00,46.4,-4.30
440029,TN,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,39,0.87,9.5904,11.0234,-0.13,0.9956,0,86.85,0.00,39.2,-13.00
440029,TN,COPD,READM-30-COPD-HRRP,LOW,f,32,0.9857,15.0146,15.232,-0.0143,0.9934,0,98.46,0.00,48.8,-1.43
440029,TN,Heart Failure,READM-30-HF-HRRP,LOW,f,60,0.8956,14.9939,16.7411,-0.1044,1.005,0,89.43,0.00,41.3,-10.44
440029,TN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,28,0.8699,3.7202,4.2768,-0.1301,1.0194,0,86.64,0.00,39.2,-13.01
440029,TN,Pneumonia,READM-30-PN-HRRP,LOW,f,71,0.8574,11.6457,13.5833,-0.1426,0.9993,0,85.61,0.00,38.1,-14.26
440030,TN,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,30,0.9642,12.4104,12.8714,-0.0358,0.9956,0,96.25,0.00,47.0,-3.58
440030,TN,COPD,READM-30-COPD-HRRP,MEDIUM,t,9,1.0373,20.6473,19.9058,0.0373,0.9934,3728.02,103.61,3728.02,53.1,3.73
440030,TN,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,2,1.1265,22.2562,19.7573,0.1265,1.005,12643.27,112.49,12643.27,60.5,12.65
440030,TN,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,7,1.0962,16.8285,15.3523,0.0962,0.9993,9614.89,109.46,9614.89,58.0,9.62
440031,TN,COPD,READM-30-COPD-HRRP,MEDIUM,t,26,1.0023,17.4721,17.4321,0.0023,0.9934,229.88,100.12,229.88,50.2,0.23
440031,TN,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,10,1.0829,19.6073,18.106,0.0829,1.005,8285.59,108.13,8285.59,56.9,8.29
440031,TN,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,18,1.0345,15.8958,15.3652,0.0345,0.9993,3448.17,103.30,3448.17,52.9,3.45
440032,TN,Pneumonia,READM-30-PN-HRRP,LOW,f,47,0.9646,12.1047,12.549,-0.0354,0.9993,0,96.32,0.00,47.1,-3.54
440033,TN,COPD,READM-30-COPD-HRRP,LOW,f,50,0.9461,16.4822,17.4207,-0.0539,0.9934,0,94.50,0.00,45.5,-5.39
440033,TN,Pneumonia,READM-30-PN-HRRP,LOW,f,57,0.9528,15.7069,16.4855,-0.0472,0.9993,0,95.14,0.00,46.1,-4.72
440034,TN,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,36,0.9441,12.1028,12.8187,-0.0559,0.9956,0,94.24,0.00,45.3,-5.58
440034,TN,CABG,READM-30-CABG-HRRP,LOW,f,17,0.9334,9.1244,9.7751,-0.0666,1.0613,0,93.17,0.00,44.5,-6.66
440034,TN,COPD,READM-30-COPD-HRRP,MEDIUM,t,6,1.0662,21.1615,19.8473,0.0662,0.9934,6616.48,106.50,6616.48,55.5,6.62
440034,TN,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,17,1.0434,20.4656,19.6147,0.0434,1.005,4337.69,104.19,4337.69,53.6,4.34
440034,TN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,6,1.1428,7.9846,6.9868,0.1428,1.0194,14272.41,113.83,14272.41,61.9,14.28
440034,TN,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,26,1.0113,15.5511,15.3777,0.0113,0.9993,1129.4,100.98,1129.40,50.9,1.13
440035,TN,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,25,0.9824,12.682,12.9095,-0.0176,0.9956,0,98.07,0.00,48.5,-1.76
440035,TN,COPD,READM-30-COPD-HRRP,MEDIUM,t,4,1.0935,19.1542,17.5157,0.0935,0.9934,9345.03,109.23,9345.03,57.8,9.35
440035,TN,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,14,1.054,19.6532,18.6459,0.054,1.005,5397.13,105.25,5397.13,54.5,5.40
440035,TN,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,2,1.1526,18.2657,15.8467,0.1526,0.9993,15251.89,115.09,15251.89,62.7,15.27
440039,TN,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,34,0.9521,13.5832,14.2661,-0.0479,0.9956,0,95.04,0.00,46.0,-4.79
440039,TN,CABG,READM-30-CABG-HRRP,LOW,f,20,0.8644,9.1257,10.5571,-0.1356,1.0613,0,86.29,0.00,38.7,-13.56
440039,TN,COPD,READM-30-COPD-HRRP,LOW,f,52,0.9404,19.0648,20.2732,-0.0596,0.9934,0,93.93,0.00,45.0,-5.96
440039,TN,Heart Failure,READM-30-HF-HRRP,LOW,f,57,0.9201,19.8618,21.5875,-0.0799,1.005,0,91.88,0.00,43.3,-7.99
440039,TN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,25,0.9107,6.3814,7.0069,-0.0893,1.0194,0,90.71,0.00,42.6,-8.93
440039,TN,Pneumonia,READM-30-PN-HRRP,LOW,f,65,0.9164,16.4696,17.9714,-0.0836,0.9993,0,91.50,0.00,43.0,-8.36
440046,TN,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,12,1.0182,14.043,13.7926,0.0182,0.9956,1819.03,101.64,1819.03,51.5,1.82
440046,TN,COPD,READM-30-COPD-HRRP,MEDIUM,t,17,1.0189,16.8914,16.5778,0.0189,0.9934,1889,101.77,1889.00,51.6,1.89
440046,TN,Heart Failure,READM-30-HF-HRRP,LOW,f,62,0.8612,15.403,17.8865,-0.1388,1.005,0,86.00,0.00,38.4,-13.88
440046,TN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,16,1.0195,5.7851,5.6743,0.0195,1.0194,1948.96,101.55,1948.96,51.6,1.95
440046,TN,Pneumonia,READM-30-PN-HRRP,LOW,f,38,0.985,15.2449,15.4778,-0.015,0.9993,0,98.35,0.00,48.8,-1.50
440048,TN,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,28,0.9695,12.6102,13.0064,-0.0305,0.9956,0,96.78,0.00,47.5,-3.05
440048,TN,CABG,READM-30-CABG-HRRP,MEDIUM,t,6,1.1306,11.394,10.0778,0.1306,1.0613,13053.06,112.86,13053.06,60.9,13.06
440048,TN,COPD,READM-30-COPD-HRRP,MEDIUM,t,11,1.0308,16.9938,16.4864,0.0308,0.9934,3078.36,102.96,3078.36,52.6,3.08
440048,TN,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,8,1.0868,20.8092,19.1474,0.0868,1.005,8675.39,108.52,8675.39,57.2,8.68
440048,TN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,HIGH,t,1,1.3177,7.7695,5.8964,0.3177,1.0194,31753.11,131.25,31753.11,76.5,31.77
440048,TN,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,15,1.0567,16.1221,15.2565,0.0567,0.9993,5666.99,105.51,5666.99,54.7,5.67
440049,TN,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,37,0.9241,12.879,13.9368,-0.0759,0.9956,0,92.25,0.00,43.7,-7.59
440049,TN,CABG,READM-30-CABG-HRRP,MEDIUM,t,9,1.0422,10.4463,10.0235,0.0422,1.0613,4217.76,104.03,4217.76,53.5,4.22
440049,TN,COPD,READM-30-COPD-HRRP,LOW,f,41,0.9727,16.7338,17.2038,-0.0273,0.9934,0,97.16,0.00,47.7,-2.73
440049,TN,Heart Failure,READM-30-HF-HRRP,LOW,f,59,0.9045,17.5447,19.3973,-0.0955,1.005,0,90.32,0.00,42.0,-9.55
440049,TN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,20,1.0046,4.9996,4.9768,0.0046,1.0194,459.76,100.06,459.76,50.4,0.46
440049,TN,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,31,1.0051,15.416,15.3385,0.0051,0.9993,509.73,100.36,509.73,50.4,0.51
440050,TN,COPD,READM-30-COPD-HRRP,MEDIUM,t,10,1.0348,17.7055,17.1102,0.0348,0.9934,3478.15,103.36,3478.15,52.9,3.48
440050,TN,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,11,1.07,19.3525,18.087,0.07,1.005,6996.28,106.85,6996.28,55.8,7.00
440050,TN,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,6,1.1006,16.6358,15.1151,0.1006,0.9993,10054.65,109.90,10054.65,58.4,10.06
440053,TN,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,7,1.0417,12.8565,12.3415,0.0417,0.9956,4167.78,103.99,4167.78,53.5,4.17
440053,TN,CABG,READM-30-CABG-HRRP,MEDIUM,t,14,1.0039,10.3616,10.3214,0.0039,1.0613,389.79,100.21,389.79,50.3,0.39
440053,TN,COPD,READM-30-COPD-HRRP,LOW,f,57,0.9057,16.2726,17.9662,-0.0943,0.9934,0,90.47,0.00,42.1,-9.43
440053,TN,Heart Failure,READM-30-HF-HRRP,LOW,f,56,0.9268,17.7139,19.1134,-0.0732,1.005,0,92.55,0.00,43.9,-7.32
440053,TN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,17,1.0116,5.6956,5.6301,0.0116,1.0194,1159.38,100.76,1159.38,51.0,1.16
440053,TN,Pneumonia,READM-30-PN-HRRP,LOW,f,58,0.9444,14.6347,15.4966,-0.0556,0.9993,0,94.30,0.00,45.4,-5.56
440056,TN,COPD,READM-30-COPD-HRRP,MEDIUM,t,27,1.0008,14.0856,14.0741,0.0008,0.9934,79.96,99.97,79.96,50.1,0.08
440056,TN,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,7,1.0888,19.0398,17.487,0.0888,1.005,8875.28,108.72,8875.28,57.4,8.88
440056,TN,Pneumonia,READM-30-PN-HRRP,LOW,f,64,0.9175,12.6913,13.8325,-0.0825,0.9993,0,91.61,0.00,43.1,-8.25
440057,TN,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,5,1.105,21.4819,19.4409,0.105,1.005,10494.42,110.34,10494.42,58.8,10.50
440057,TN,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,20,1.0268,16.9748,16.5324,0.0268,0.9993,2678.58,102.53,2678.58,52.2,2.68
440058,TN,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,27,0.9727,12.767,13.1251,-0.0273,0.9956,0,97.10,0.00,47.7,-2.73
440058,TN,COPD,READM-30-COPD-HRRP,LOW,f,33,0.9845,16.0127,16.2649,-0.0155,0.9934,0,98.34,0.00,48.7,-1.55
440058,TN,Heart Failure,READM-30-HF-HRRP,LOW,f,55,0.9348,17.3924,18.6056,-0.0652,1.005,0,93.35,0.00,44.6,-6.52
